book	chapter	verse_order	sentence_order	word_order	word=1	word_or_punct	word_class
Jer 	6 	27 	1 	5 	1 	for 	IN
Jer 	6 	27 	1 	6 	1 	a 	DT
Jer 	6 	27 	1 	7 	1 	tower 	NN
Jer 	6 	27 	1 	8 	1 	and 	CC
Jer 	6 	27 	1 	9 	1 	a 	DT
Jer 	6 	27 	1 	10 	1 	fortress 	NN
Jer 	6 	27 	1 	11 	1 	among 	IN
Jer 	6 	27 	1 	12 	1 	my 	PRP$
Jer 	6 	27 	1 	13 	1 	people 	NNS
Jer 	6 	27 	1 	14 	0 	,
Jer 	6 	27 	1 	15 	1 	that 	IN
Jer 	6 	27 	1 	16 	1 	thou 	NN
Jer 	6 	27 	1 	17 	1 	mayest 	JJS
Jer 	6 	27 	1 	18 	1 	know 	VB
Jer 	6 	27 	1 	19 	1 	and 	CC
Jer 	6 	27 	1 	20 	1 	try 	NN
Jer 	6 	27 	1 	21 	1 	their 	PRP$
Jer 	6 	27 	1 	22 	1 	way 	NN
Jer 	6 	27 	1 	23 	0 	.
Jer 	6 	28 	1 	1 	1 	They 	PRP
Jer 	6 	28 	1 	2 	1 	are 	VBP
Jer 	6 	28 	1 	3 	1 	all 	DT
Jer 	6 	28 	1 	4 	1 	grievous 	JJ
Jer 	6 	28 	1 	5 	1 	revolters 	NNS
Jer 	6 	28 	1 	6 	0 	,
Jer 	6 	28 	1 	7 	1 	walking 	VBG
Jer 	6 	28 	1 	8 	1 	with 	IN
Jer 	6 	28 	1 	9 	1 	slanders 	NNS
Jer 	6 	28 	1 	10 	0 	:
Jer 	6 	28 	1 	11 	1 	they 	PRP
Jer 	6 	28 	1 	12 	1 	are 	VBP
Jer 	6 	28 	1 	13 	1 	brass 	NN
Jer 	6 	28 	1 	14 	1 	and 	CC
Jer 	6 	28 	1 	15 	1 	iron 	NN
Jer 	6 	28 	1 	16 	0 	;
Jer 	6 	28 	1 	17 	1 	they 	PRP
Jer 	6 	28 	1 	18 	1 	are 	VBP
Jer 	6 	28 	1 	19 	1 	all 	DT
Jer 	6 	28 	1 	20 	1 	corrupters 	NNS
Jer 	6 	28 	1 	21 	0 	.
Jer 	6 	29 	1 	1 	1 	The 	DT
Jer 	6 	29 	1 	2 	1 	bellows 	NNS
Jer 	6 	29 	1 	3 	1 	are 	VBP
Jer 	6 	29 	1 	4 	1 	burned 	VBN
Jer 	6 	29 	1 	5 	0 	,
Jer 	6 	29 	1 	6 	1 	the 	DT
Jer 	6 	29 	1 	7 	1 	lead 	NN
Jer 	6 	29 	1 	8 	1 	is 	VBZ
Jer 	6 	29 	1 	9 	1 	consumed 	VBN
Jer 	6 	29 	1 	10 	1 	of 	IN
Jer 	6 	29 	1 	11 	1 	the 	DT
Jer 	6 	29 	1 	12 	1 	fire 	NN
Jer 	6 	29 	1 	13 	0 	;
Jer 	6 	29 	1 	14 	1 	the 	DT
Jer 	6 	29 	1 	15 	1 	founder 	NN
Jer 	6 	29 	1 	16 	1 	melteth 	NNS
Jer 	6 	29 	1 	17 	1 	in 	IN
Jer 	6 	29 	1 	18 	1 	vain 	NN
Jer 	6 	29 	1 	19 	0 	:
Jer 	6 	29 	1 	20 	1 	for 	IN
Jer 	6 	29 	1 	21 	1 	the 	DT
Jer 	6 	29 	1 	22 	1 	wicked 	VBD
Jer 	6 	29 	1 	23 	1 	are 	VBP
Jer 	6 	29 	1 	24 	1 	not 	RB
Jer 	6 	29 	1 	25 	1 	plucked 	NNS
Jer 	6 	29 	1 	26 	1 	away 	RB
Jer 	6 	29 	1 	27 	0 	.
Jer 	6 	30 	1 	1 	1 	Reprobate 	NN
Jer 	6 	30 	1 	2 	1 	silver 	NN
Jer 	6 	30 	1 	3 	1 	shall 	MD
Jer 	6 	30 	1 	4 	1 	men 	NNS
Jer 	6 	30 	1 	5 	1 	call 	NN
Jer 	6 	30 	1 	6 	1 	them 	PRP
Jer 	6 	30 	1 	7 	0 	,
Jer 	6 	30 	1 	8 	1 	because 	IN
Jer 	6 	30 	1 	9 	1 	the 	DT
Jer 	6 	30 	1 	10 	1 	LORD 	NN
Jer 	6 	30 	1 	11 	1 	hath 	NN
Jer 	6 	30 	1 	12 	1 	rejected 	VBN
Jer 	6 	30 	1 	13 	1 	them 	PRP
Jer 	6 	30 	1 	14 	0 	.
Jer 	7 	1 	1 	1 	1 	The 	DT
Jer 	7 	1 	1 	2 	1 	word 	NN
Jer 	7 	1 	1 	3 	1 	that 	IN
Jer 	7 	1 	1 	4 	1 	came 	VBD
Jer 	7 	1 	1 	5 	1 	to 	TO
Jer 	7 	1 	1 	6 	1 	Jeremiah 	NN
Jer 	7 	1 	1 	7 	1 	from 	IN
Jer 	7 	1 	1 	8 	1 	the 	DT
Jer 	7 	1 	1 	9 	1 	LORD 	NN
Jer 	7 	1 	1 	10 	0 	,
Jer 	7 	1 	1 	11 	1 	saying 	VBG
Jer 	7 	1 	1 	12 	0 	,
Jer 	7 	2 	1 	1 	1 	Stand 	NN
Jer 	7 	2 	1 	2 	1 	in 	IN
Jer 	7 	2 	1 	3 	1 	the 	DT
Jer 	7 	2 	1 	4 	1 	gate 	NN
Jer 	7 	2 	1 	5 	1 	of 	IN
Jer 	7 	2 	1 	6 	1 	the 	DT
Jer 	7 	2 	1 	7 	1 	LORD 	NN
Jer 	7 	2 	1 	8 	0 	's
Jer 	7 	2 	1 	9 	1 	house 	NN
Jer 	7 	2 	1 	10 	0 	,
Jer 	7 	2 	1 	11 	1 	and 	CC
Jer 	7 	2 	1 	12 	1 	proclaim 	NN
Jer 	7 	2 	1 	13 	1 	there 	RB
Jer 	7 	2 	1 	14 	1 	this 	DT
Jer 	7 	2 	1 	15 	1 	word 	NN
Jer 	7 	2 	1 	16 	0 	,
Jer 	7 	2 	1 	17 	1 	and 	CC
Jer 	7 	2 	1 	18 	1 	say 	VB
Jer 	7 	2 	1 	19 	0 	,
Jer 	7 	2 	1 	20 	1 	Hear 	NN
Jer 	7 	2 	1 	21 	1 	the 	DT
Jer 	7 	2 	1 	22 	1 	word 	NN
Jer 	7 	2 	1 	23 	1 	of 	IN
Jer 	7 	2 	1 	24 	1 	the 	DT
Jer 	7 	2 	1 	25 	1 	LORD 	NN
Jer 	7 	2 	1 	26 	0 	,
Jer 	7 	2 	1 	27 	1 	all 	DT
Jer 	7 	2 	1 	28 	1 	ye 	NN
Jer 	7 	2 	1 	29 	1 	of 	IN
Jer 	7 	2 	1 	30 	1 	Judah 	NN
Jer 	7 	2 	1 	31 	0 	,
Jer 	7 	2 	1 	32 	1 	that 	IN
Jer 	7 	2 	1 	33 	1 	enter 	NN
Jer 	7 	2 	1 	34 	1 	in 	IN
Jer 	7 	2 	1 	35 	1 	at 	IN
Jer 	7 	2 	1 	36 	1 	these 	DT
Jer 	7 	2 	1 	37 	1 	gates 	NNS
Jer 	7 	2 	1 	38 	1 	to 	TO
Jer 	7 	2 	1 	39 	1 	worship 	NN
Jer 	7 	2 	1 	40 	1 	the 	DT
Jer 	7 	2 	1 	41 	1 	LORD 	NN
Jer 	7 	2 	1 	42 	0 	.
Jer 	7 	3 	1 	1 	1 	Thus 	RB
Jer 	7 	3 	1 	2 	1 	saith 	NN
Jer 	7 	3 	1 	3 	1 	the 	DT
Jer 	7 	3 	1 	4 	1 	LORD 	NN
Jer 	7 	3 	1 	5 	1 	of 	IN
Jer 	7 	3 	1 	6 	1 	hosts 	NNS
Jer 	7 	3 	1 	7 	0 	,
Jer 	7 	3 	1 	8 	1 	the 	DT
Jer 	7 	3 	1 	9 	1 	God 	NNP
Jer 	7 	3 	1 	10 	1 	of 	IN
Jer 	7 	3 	1 	11 	1 	Israel 	NNP
Jer 	7 	3 	1 	12 	0 	,
Jer 	7 	3 	1 	13 	1 	Amend 	VB
Jer 	7 	3 	1 	14 	1 	your 	PRP$
Jer 	7 	3 	1 	15 	1 	ways 	NNS
Jer 	7 	3 	1 	16 	1 	and 	CC
Jer 	7 	3 	1 	17 	1 	your 	PRP$
Jer 	7 	3 	1 	18 	1 	doings 	NNS
Jer 	7 	3 	1 	19 	0 	,
Jer 	7 	3 	1 	20 	1 	and 	CC
Jer 	7 	3 	1 	21 	1 	I 	PRP
Jer 	7 	3 	1 	22 	1 	will 	MD
Jer 	7 	3 	1 	23 	1 	cause 	NN
Jer 	7 	3 	1 	24 	1 	you 	PRP
Jer 	7 	3 	1 	25 	1 	to 	TO
Jer 	7 	3 	1 	26 	1 	dwell 	NN
Jer 	7 	3 	1 	27 	1 	in 	IN
Jer 	7 	3 	1 	28 	1 	this 	DT
Jer 	7 	3 	1 	29 	1 	place 	NN
Jer 	7 	3 	1 	30 	0 	.
Jer 	7 	4 	1 	1 	1 	Trust 	NNP
Jer 	7 	4 	1 	2 	1 	ye 	NN
Jer 	7 	4 	1 	3 	1 	not 	RB
Jer 	7 	4 	1 	4 	1 	in 	IN
Jer 	7 	4 	1 	5 	1 	lying 	VBG
Jer 	7 	4 	1 	6 	1 	words 	NNS
Jer 	7 	4 	1 	7 	0 	,
Jer 	7 	4 	1 	8 	1 	saying 	VBG
Jer 	7 	4 	1 	9 	0 	,
Jer 	7 	4 	1 	10 	1 	The 	DT
Jer 	7 	4 	1 	11 	1 	temple 	NN
Jer 	7 	4 	1 	12 	1 	of 	IN
Jer 	7 	4 	1 	13 	1 	the 	DT
Jer 	7 	4 	1 	14 	1 	LORD 	NN
Jer 	7 	4 	1 	15 	0 	,
Jer 	7 	4 	1 	16 	1 	The 	DT
Jer 	7 	4 	1 	17 	1 	temple 	NN
Jer 	7 	4 	1 	18 	1 	of 	IN
Jer 	7 	4 	1 	19 	1 	the 	DT
Jer 	7 	4 	1 	20 	1 	LORD 	NN
Jer 	7 	4 	1 	21 	0 	,
Jer 	7 	4 	1 	22 	1 	The 	DT
Jer 	7 	4 	1 	23 	1 	temple 	NN
Jer 	7 	4 	1 	24 	1 	of 	IN
Jer 	7 	4 	1 	25 	1 	the 	DT
Jer 	7 	4 	1 	26 	1 	LORD 	NN
Jer 	7 	4 	1 	27 	0 	,
Jer 	7 	4 	1 	28 	1 	are 	VBP
Jer 	7 	4 	1 	29 	1 	these 	DT
Jer 	7 	4 	1 	30 	0 	.
Jer 	7 	5 	1 	1 	1 	For 	IN
Jer 	7 	5 	1 	2 	1 	if 	IN
Jer 	7 	5 	1 	3 	1 	ye 	NN
Jer 	7 	5 	1 	4 	1 	throughly 	RB
Jer 	7 	5 	1 	5 	1 	amend 	NN
Jer 	7 	5 	1 	6 	1 	your 	PRP$
Jer 	7 	5 	1 	7 	1 	ways 	NNS
Jer 	7 	5 	1 	8 	1 	and 	CC
Jer 	7 	5 	1 	9 	1 	your 	PRP$
Jer 	7 	5 	1 	10 	1 	doings 	NNS
Jer 	7 	5 	1 	11 	0 	;
Jer 	7 	5 	1 	12 	1 	if 	IN
Jer 	7 	5 	1 	13 	1 	ye 	NN
Jer 	7 	5 	1 	14 	1 	throughly 	RB
Jer 	7 	5 	1 	15 	1 	execute 	NN
Jer 	7 	5 	1 	16 	1 	judgment 	NN
Jer 	7 	5 	1 	17 	1 	between 	IN
Jer 	7 	5 	1 	18 	1 	a 	DT
Jer 	7 	5 	1 	19 	1 	man 	NN
Jer 	7 	5 	1 	20 	1 	and 	CC
Jer 	7 	5 	1 	21 	1 	his 	PRP$
Jer 	7 	5 	1 	22 	1 	neighbour 	NN
Jer 	7 	5 	1 	23 	0 	;
Jer 	7 	6 	1 	1 	1 	If 	IN
Jer 	7 	6 	1 	2 	1 	ye 	NN
Jer 	7 	6 	1 	3 	1 	oppress 	NN
Jer 	7 	6 	1 	4 	1 	not 	RB
Jer 	7 	6 	1 	5 	1 	the 	DT
Jer 	7 	6 	1 	6 	1 	stranger 	NN
Jer 	7 	6 	1 	7 	0 	,
Jer 	7 	6 	1 	8 	1 	the 	DT
Jer 	7 	6 	1 	9 	1 	fatherless 	NN
Jer 	7 	6 	1 	10 	0 	,
Jer 	7 	6 	1 	11 	1 	and 	CC
Jer 	7 	6 	1 	12 	1 	the 	DT
Jer 	7 	6 	1 	13 	1 	widow 	NN
Jer 	7 	6 	1 	14 	0 	,
Jer 	7 	6 	1 	15 	1 	and 	CC
Jer 	7 	6 	1 	16 	1 	shed 	VBN
Jer 	7 	6 	1 	17 	1 	not 	RB
Jer 	7 	6 	1 	18 	1 	innocent 	NN
Jer 	7 	6 	1 	19 	1 	blood 	NN
Jer 	7 	6 	1 	20 	1 	in 	IN
Jer 	7 	6 	1 	21 	1 	this 	DT
Jer 	7 	6 	1 	22 	1 	place 	NN
Jer 	7 	6 	1 	23 	0 	,
Jer 	7 	6 	1 	24 	1 	neither 	DT
Jer 	7 	6 	1 	25 	1 	walk 	NN
Jer 	7 	6 	1 	26 	1 	after 	IN
Jer 	7 	6 	1 	27 	1 	other 	JJ
Jer 	7 	6 	1 	28 	1 	gods 	NNS
Jer 	7 	6 	1 	29 	1 	to 	TO
Jer 	7 	6 	1 	30 	1 	your 	PRP$
Jer 	7 	6 	1 	31 	1 	hurt 	NN
Jer 	7 	6 	1 	32 	0 	:
Jer 	7 	7 	1 	1 	1 	Then 	RB
Jer 	7 	7 	1 	2 	1 	will 	MD
Jer 	7 	7 	1 	3 	1 	I 	PRP
Jer 	7 	7 	1 	4 	1 	cause 	NN
Jer 	7 	7 	1 	5 	1 	you 	PRP
Jer 	7 	7 	1 	6 	1 	to 	TO
Jer 	7 	7 	1 	7 	1 	dwell 	NN
Jer 	7 	7 	1 	8 	1 	in 	IN
Jer 	7 	7 	1 	9 	1 	this 	DT
Jer 	7 	7 	1 	10 	1 	place 	NN
Jer 	7 	7 	1 	11 	0 	,
Jer 	7 	7 	1 	12 	1 	in 	IN
Jer 	7 	7 	1 	13 	1 	the 	DT
Jer 	7 	7 	1 	14 	1 	land 	NN
Jer 	7 	7 	1 	15 	1 	that 	IN
Jer 	7 	7 	1 	16 	1 	I 	PRP
Jer 	7 	7 	1 	17 	1 	gave 	VBD
Jer 	7 	7 	1 	18 	1 	to 	TO
Jer 	7 	7 	1 	19 	1 	your 	PRP$
Jer 	7 	7 	1 	20 	1 	fathers 	NNS
Jer 	7 	7 	1 	21 	0 	,
Jer 	7 	7 	1 	22 	1 	for 	IN
Jer 	7 	7 	1 	23 	1 	ever 	RB
Jer 	7 	7 	1 	24 	1 	and 	CC
Jer 	7 	7 	1 	25 	1 	ever 	RB
Jer 	7 	7 	1 	26 	0 	.
Jer 	7 	8 	1 	1 	1 	Behold 	NN
Jer 	7 	8 	1 	2 	0 	,
Jer 	7 	8 	1 	3 	1 	ye 	NN
Jer 	7 	8 	1 	4 	1 	trust 	NN
Jer 	7 	8 	1 	5 	1 	in 	IN
Jer 	7 	8 	1 	6 	1 	lying 	VBG
Jer 	7 	8 	1 	7 	1 	words 	NNS
Jer 	7 	8 	1 	8 	0 	,
Jer 	7 	8 	1 	9 	1 	that 	IN
Jer 	7 	8 	1 	10 	1 	can 	MD
Jer 	7 	8 	1 	11 	1 	not 	RB
Jer 	7 	8 	1 	12 	1 	profit 	NN
Jer 	7 	8 	1 	13 	0 	.
Jer 	7 	9 	1 	1 	1 	Will 	MD
Jer 	7 	9 	1 	2 	1 	ye 	NN
Jer 	7 	9 	1 	3 	1 	steal 	NN
Jer 	7 	9 	1 	4 	0 	,
Jer 	7 	9 	1 	5 	1 	murder 	NN
Jer 	7 	9 	1 	6 	0 	,
Jer 	7 	9 	1 	7 	1 	and 	CC
Jer 	7 	9 	1 	8 	1 	commit 	NN
Jer 	7 	9 	1 	9 	1 	adultery 	NN
Jer 	7 	9 	1 	10 	0 	,
Jer 	7 	9 	1 	11 	1 	and 	CC
Jer 	7 	9 	1 	12 	1 	swear 	NN
Jer 	7 	9 	1 	13 	1 	falsely 	RB
Jer 	7 	9 	1 	14 	0 	,
Jer 	7 	9 	1 	15 	1 	and 	CC
Jer 	7 	9 	1 	16 	1 	burn 	NN
Jer 	7 	9 	1 	17 	1 	incense 	NN
Jer 	7 	9 	1 	18 	1 	unto 	NN
Jer 	7 	9 	1 	19 	1 	Baal 	NN
Jer 	7 	9 	1 	20 	0 	,
Jer 	7 	9 	1 	21 	1 	and 	CC
Jer 	7 	9 	1 	22 	1 	walk 	NN
Jer 	7 	9 	1 	23 	1 	after 	IN
Jer 	7 	9 	1 	24 	1 	other 	JJ
Jer 	7 	9 	1 	25 	1 	gods 	NNS
Jer 	7 	9 	1 	26 	1 	whom 	WP
Jer 	7 	9 	1 	27 	1 	ye 	NN
Jer 	7 	9 	1 	28 	1 	know 	VB
Jer 	7 	9 	1 	29 	1 	not 	RB
Jer 	7 	9 	1 	30 	0 	;
Jer 	7 	10 	1 	1 	1 	And 	CC
Jer 	7 	10 	1 	2 	1 	come 	VB
Jer 	7 	10 	1 	3 	1 	and 	CC
Jer 	7 	10 	1 	4 	1 	stand 	NN
Jer 	7 	10 	1 	5 	1 	before 	IN
Jer 	7 	10 	1 	6 	1 	me 	PRP
Jer 	7 	10 	1 	7 	1 	in 	IN
Jer 	7 	10 	1 	8 	1 	this 	DT
Jer 	7 	10 	1 	9 	1 	house 	NN
Jer 	7 	10 	1 	10 	0 	,
Jer 	7 	10 	1 	11 	1 	which 	WDT
Jer 	7 	10 	1 	12 	1 	is 	VBZ
Jer 	7 	10 	1 	13 	1 	called 	VBN
Jer 	7 	10 	1 	14 	1 	by 	IN
Jer 	7 	10 	1 	15 	1 	my 	PRP$
Jer 	7 	10 	1 	16 	1 	name 	NN
Jer 	7 	10 	1 	17 	0 	,
Jer 	7 	10 	1 	18 	1 	and 	CC
Jer 	7 	10 	1 	19 	1 	say 	VB
Jer 	7 	10 	1 	20 	0 	,
Jer 	7 	10 	1 	21 	1 	We 	PRP
Jer 	7 	10 	1 	22 	1 	are 	VBP
Jer 	7 	10 	1 	23 	1 	delivered 	VBN
Jer 	7 	10 	1 	24 	1 	to 	TO
Jer 	7 	10 	1 	25 	1 	do 	VB
Jer 	7 	10 	1 	26 	1 	all 	DT
Jer 	7 	10 	1 	27 	1 	these 	DT
Jer 	7 	10 	1 	28 	1 	abominations 	NNS
Jer 	7 	10 	1 	29 	0 	?
Jer 	7 	11 	1 	1 	1 	Is 	NN
Jer 	7 	11 	1 	2 	1 	this 	DT
Jer 	7 	11 	1 	3 	1 	house 	NN
Jer 	7 	11 	1 	4 	0 	,
Jer 	7 	11 	1 	5 	1 	which 	WDT
Jer 	7 	11 	1 	6 	1 	is 	VBZ
Jer 	7 	11 	1 	7 	1 	called 	VBN
Jer 	7 	11 	1 	8 	1 	by 	IN
Jer 	7 	11 	1 	9 	1 	my 	PRP$
Jer 	7 	11 	1 	10 	1 	name 	NN
Jer 	7 	11 	1 	11 	0 	,
Jer 	7 	11 	1 	12 	1 	become 	NN
Jer 	7 	11 	1 	13 	1 	a 	DT
Jer 	7 	11 	1 	14 	1 	den 	NN
Jer 	7 	11 	1 	15 	1 	of 	IN
Jer 	7 	11 	1 	16 	1 	robbers 	NNS
Jer 	7 	11 	1 	17 	1 	in 	IN
Jer 	7 	11 	1 	18 	1 	your 	PRP$
Jer 	7 	11 	1 	19 	1 	eyes 	NNS
Jer 	7 	11 	1 	20 	0 	?
Jer 	7 	11 	2 	1 	1 	Behold 	NN
Jer 	7 	11 	2 	2 	0 	,
Jer 	7 	11 	2 	3 	1 	even 	RB
Jer 	7 	11 	2 	4 	1 	I 	PRP
Jer 	7 	11 	2 	5 	1 	have 	VB
Jer 	7 	11 	2 	6 	1 	seen 	VBN
Jer 	7 	11 	2 	7 	1 	it 	PRP
Jer 	7 	11 	2 	8 	0 	,
Jer 	7 	11 	2 	9 	1 	saith 	NN
Jer 	7 	11 	2 	10 	1 	the 	DT
Jer 	7 	11 	2 	11 	1 	LORD 	NN
Jer 	7 	11 	2 	12 	0 	.
Jer 	7 	12 	1 	1 	1 	But 	CC
Jer 	7 	12 	1 	2 	1 	go 	VB
Jer 	7 	12 	1 	3 	1 	ye 	NN
Jer 	7 	12 	1 	4 	1 	now 	RB
Jer 	7 	12 	1 	5 	1 	unto 	NN
Jer 	7 	12 	1 	6 	1 	my 	PRP$
Jer 	7 	12 	1 	7 	1 	place 	NN
Jer 	7 	12 	1 	8 	1 	which 	WDT
Jer 	7 	12 	1 	9 	1 	was 	VBD
Jer 	7 	12 	1 	10 	1 	in 	IN
Jer 	7 	12 	1 	11 	1 	Shiloh 	NN
Jer 	7 	12 	1 	12 	0 	,
Jer 	7 	12 	1 	13 	1 	where 	WRB
Jer 	7 	12 	1 	14 	1 	I 	PRP
Jer 	7 	12 	1 	15 	1 	set 	NN
Jer 	7 	12 	1 	16 	1 	my 	PRP$
Jer 	7 	12 	1 	17 	1 	name 	NN
Jer 	7 	12 	1 	18 	1 	at 	IN
Jer 	7 	12 	1 	19 	1 	the 	DT
Jer 	7 	12 	1 	20 	1 	first 	RB
Jer 	7 	12 	1 	21 	0 	,
Jer 	7 	12 	1 	22 	1 	and 	CC
Jer 	7 	12 	1 	23 	1 	see 	VB
Jer 	7 	12 	1 	24 	1 	what 	WP
Jer 	7 	12 	1 	25 	1 	I 	PRP
Jer 	7 	12 	1 	26 	1 	did 	VBD
Jer 	7 	12 	1 	27 	1 	to 	TO
Jer 	7 	12 	1 	28 	1 	it 	PRP
Jer 	7 	12 	1 	29 	1 	for 	IN
Jer 	7 	12 	1 	30 	1 	the 	DT
Jer 	7 	12 	1 	31 	1 	wickedness 	NN
Jer 	7 	12 	1 	32 	1 	of 	IN
Jer 	7 	12 	1 	33 	1 	my 	PRP$
Jer 	7 	12 	1 	34 	1 	people 	NNS
Jer 	7 	12 	1 	35 	1 	Israel 	NNP
Jer 	7 	12 	1 	36 	0 	.
Jer 	7 	13 	1 	1 	1 	And 	CC
Jer 	7 	13 	1 	2 	1 	now 	RB
Jer 	7 	13 	1 	3 	0 	,
Jer 	7 	13 	1 	4 	1 	because 	IN
Jer 	7 	13 	1 	5 	1 	ye 	NN
Jer 	7 	13 	1 	6 	1 	have 	VB
Jer 	7 	13 	1 	7 	1 	done 	VBN
Jer 	7 	13 	1 	8 	1 	all 	DT
Jer 	7 	13 	1 	9 	1 	these 	DT
Jer 	7 	13 	1 	10 	1 	works 	NNS
Jer 	7 	13 	1 	11 	0 	,
Jer 	7 	13 	1 	12 	1 	saith 	NN
Jer 	7 	13 	1 	13 	1 	the 	DT
Jer 	7 	13 	1 	14 	1 	LORD 	NN
Jer 	7 	13 	1 	15 	0 	,
Jer 	7 	13 	1 	16 	1 	and 	CC
Jer 	7 	13 	1 	17 	1 	I 	PRP
Jer 	7 	13 	1 	18 	1 	spake 	NN
Jer 	7 	13 	1 	19 	1 	unto 	NN
Jer 	7 	13 	1 	20 	1 	you 	PRP
Jer 	7 	13 	1 	21 	0 	,
Jer 	7 	13 	1 	22 	1 	rising 	VBG
Jer 	7 	13 	1 	23 	1 	up 	RB
Jer 	7 	13 	1 	24 	1 	early 	RB
Jer 	7 	13 	1 	25 	1 	and 	CC
Jer 	7 	13 	1 	26 	1 	speaking 	VBG
Jer 	7 	13 	1 	27 	0 	,
Jer 	7 	13 	1 	28 	1 	but 	CC
Jer 	7 	13 	1 	29 	1 	ye 	NN
Jer 	7 	13 	1 	30 	1 	heard 	NN
Jer 	7 	13 	1 	31 	1 	not 	RB
Jer 	7 	13 	1 	32 	0 	;
Jer 	7 	13 	1 	33 	1 	and 	CC
Jer 	7 	13 	1 	34 	1 	I 	PRP
Jer 	7 	13 	1 	35 	1 	called 	VBN
Jer 	7 	13 	1 	36 	1 	you 	PRP
Jer 	7 	13 	1 	37 	0 	,
Jer 	7 	13 	1 	38 	1 	but 	CC
Jer 	7 	13 	1 	39 	1 	ye 	NN
Jer 	7 	13 	1 	40 	1 	answered 	VBN
Jer 	7 	13 	1 	41 	1 	not 	RB
Jer 	7 	13 	1 	42 	0 	;
Jer 	7 	14 	1 	1 	1 	Therefore 	RB
Jer 	7 	14 	1 	2 	1 	will 	MD
Jer 	7 	14 	1 	3 	1 	I 	PRP
Jer 	7 	14 	1 	4 	1 	do 	VB
Jer 	7 	14 	1 	5 	1 	unto 	NN
Jer 	7 	14 	1 	6 	1 	this 	DT
Jer 	7 	14 	1 	7 	1 	house 	NN
Jer 	7 	14 	1 	8 	0 	,
Jer 	7 	14 	1 	9 	1 	which 	WDT
Jer 	7 	14 	1 	10 	1 	is 	VBZ
Jer 	7 	14 	1 	11 	1 	called 	VBN
Jer 	7 	14 	1 	12 	1 	by 	IN
Jer 	7 	14 	1 	13 	1 	my 	PRP$
Jer 	7 	14 	1 	14 	1 	name 	NN
Jer 	7 	14 	1 	15 	0 	,
Jer 	7 	14 	1 	16 	1 	wherein 	NN
Jer 	7 	14 	1 	17 	1 	ye 	NN
Jer 	7 	14 	1 	18 	1 	trust 	NN
Jer 	7 	14 	1 	19 	0 	,
Jer 	7 	14 	1 	20 	1 	and 	CC
Jer 	7 	14 	1 	21 	1 	unto 	NN
Jer 	7 	14 	1 	22 	1 	the 	DT
Jer 	7 	14 	1 	23 	1 	place 	NN
Jer 	7 	14 	1 	24 	1 	which 	WDT
Jer 	7 	14 	1 	25 	1 	I 	PRP
Jer 	7 	14 	1 	26 	1 	gave 	VBD
Jer 	7 	14 	1 	27 	1 	to 	TO
Jer 	7 	14 	1 	28 	1 	you 	PRP
Jer 	7 	14 	1 	29 	1 	and 	CC
Jer 	7 	14 	1 	30 	1 	to 	TO
Jer 	7 	14 	1 	31 	1 	your 	PRP$
Jer 	7 	14 	1 	32 	1 	fathers 	NNS
Jer 	7 	14 	1 	33 	0 	,
Jer 	7 	14 	1 	34 	1 	as 	IN
Jer 	7 	14 	1 	35 	1 	I 	PRP
Jer 	7 	14 	1 	36 	1 	have 	VB
Jer 	7 	14 	1 	37 	1 	done 	VBN
Jer 	7 	14 	1 	38 	1 	to 	TO
Jer 	7 	14 	1 	39 	1 	Shiloh 	NN
Jer 	7 	14 	1 	40 	0 	.
Jer 	7 	15 	1 	1 	1 	And 	CC
Jer 	7 	15 	1 	2 	1 	I 	PRP
Jer 	7 	15 	1 	3 	1 	will 	MD
Jer 	7 	15 	1 	4 	1 	cast 	NN
Jer 	7 	15 	1 	5 	1 	you 	PRP
Jer 	7 	15 	1 	6 	1 	out 	IN
Jer 	7 	15 	1 	7 	1 	of 	IN
Jer 	7 	15 	1 	8 	1 	my 	PRP$
Jer 	7 	15 	1 	9 	1 	sight 	NN
Jer 	7 	15 	1 	10 	0 	,
Jer 	7 	15 	1 	11 	1 	as 	IN
Jer 	7 	15 	1 	12 	1 	I 	PRP
Jer 	7 	15 	1 	13 	1 	have 	VB
Jer 	7 	15 	1 	14 	1 	cast 	NN
Jer 	7 	15 	1 	15 	1 	out 	IN
Jer 	7 	15 	1 	16 	1 	all 	DT
Jer 	7 	15 	1 	17 	1 	your 	PRP$
Jer 	7 	15 	1 	18 	1 	brethren 	NNS
Jer 	7 	15 	1 	19 	0 	,
Jer 	7 	15 	1 	20 	1 	even 	RB
Jer 	7 	15 	1 	21 	1 	the 	DT
Jer 	7 	15 	1 	22 	1 	whole 	JJ
Jer 	7 	15 	1 	23 	1 	seed 	NN
Jer 	7 	15 	1 	24 	1 	of 	IN
Jer 	7 	15 	1 	25 	1 	Ephraim 	NN
Jer 	7 	15 	1 	26 	0 	.
Jer 	7 	16 	1 	1 	1 	Therefore 	RB
Jer 	7 	16 	1 	2 	1 	pray 	NN
Jer 	7 	16 	1 	3 	1 	not 	RB
Jer 	7 	16 	1 	4 	1 	thou 	NN
Jer 	7 	16 	1 	5 	1 	for 	IN
Jer 	7 	16 	1 	6 	1 	this 	DT
Jer 	7 	16 	1 	7 	1 	people 	NNS
Jer 	7 	16 	1 	8 	0 	,
Jer 	7 	16 	1 	9 	1 	neither 	DT
Jer 	7 	16 	1 	10 	1 	lift 	NN
